"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"596",5e+07,302699,"en",45.318703,216972543,107,"Released","Central Intelligence",6.2,1650,"Action","Comedy","New Line Cinema","United States of America",2016,"06"
"597",85471447.3186617,9441,"en",16.368283,NA,124,"Released","Stepmom",6.9,277,"Drama","Romance","Columbia Pictures","United States of America",1998,"12"
"598",5e+07,274167,"en",38.616744,242786137,96,"Released","Daddy's Home",5.8,854,"Comedy",NA,"Paramount Pictures","United States of America",2015,"12"
"599",4.5e+07,388,"en",45.220386,184376254,129,"Released","Inside Man",7.3,1630,"Crime","Drama","Imagine Entertainment","United States of America",2006,"03"
"600",9e+07,2112,"en",17.457947,161626121,100,"Released","Payback",6.7,548,"Drama","Action","Paramount Pictures","United States of America",1999,"02"
"601",5e+07,10329,"en",10.755847,152022101,109,"Released","Congo",5,213,"Action","Adventure","Paramount Pictures","United States of America",1995,"06"
"602",5e+07,74465,"en",38.629763,120081841,124,"Released","We Bought a Zoo",6.5,909,"Drama","Comedy","Twentieth Century Fox Film Corporation","United States of America",2011,"12"
"603",5e+07,13811,"en",32.693093,155446362,121,"Released","Knowing",5.9,1486,"Action","Adventure","Summit Entertainment","United Kingdom",2009,"03"
"604",5e+07,6877,"en",18.806031,88715192,97,"Released","Failure to Launch",5.5,399,"Comedy",NA,"Paramount Pictures","United States of America",2006,"03"
"605",5e+07,10320,"en",32.233713,161451538,110,"Released","The Ring Two",5.4,632,"Drama","Horror","DreamWorks","United States of America",2005,"03"
"606",5e+07,8920,"en",17.667826,200804534,80,"Released","Garfield",5.2,820,"Animation","Comedy","Twentieth Century Fox Film Corporation","United States of America",2004,"06"
"607",6e+07,13673,"en",9.225166,NA,99,"Released","Christmas with the Kranks",5.2,193,"Comedy","Family","Columbia Pictures","United States of America",2004,"11"
"608",5e+07,60308,"en",46.180421,110206216,133,"Released","Moneyball",7,1381,"Drama",NA,"Columbia Pictures","United States of America",2011,"09"
"609",5e+07,6950,"en",30.397496,189859560,127,"Released","Outbreak",6.3,513,"Action","Drama","Kopelson Entertainment","United States of America",1995,"03"
"610",5e+07,13836,"en",23.935053,106303988,98,"Released","Race to Witch Mountain",5.5,509,"Adventure","Family","Walt Disney Pictures","United States of America",2009,"03"
"611",5e+07,6038,"en",16.251204,88323487,115,"Released","Shanghai Knights",6,692,"Action","Adventure","Spyglass Entertainment","Hong Kong",2003,"02"
"612",5e+07,9975,"en",9.894346,69834815,86,"Released","Curious George",6.2,106,"Adventure","Animation","Imagine Entertainment","United States of America",2006,"02"
"613",5e+07,11451,"en",12.050755,66002004,101,"Released","Herbie Fully Loaded",5.1,542,"Comedy","Family","Walt Disney Pictures","United States of America",2005,"06"
"614",5e+07,12103,"en",11.596207,100020092,113,"Released","Don't Say a Word",6,220,"Thriller",NA,"Village Roadshow Pictures","Australia",2001,"09"
"615",5e+07,2251,"en",14.382253,119137784,124,"Released","Unfaithful",6.3,276,"Thriller","Drama","Regency Enterprises","United States of America",2002,"05"
"616",5e+07,46529,"en",43.450266,144492830,109,"Released","I Am Number Four",5.9,1567,"Action","Thriller","DreamWorks SKG","United States of America",2011,"02"
"617",5e+07,231,"en",16.871194,9.4e+07,128,"Released","Syriana",6.3,451,"Drama","Thriller","Section Eight","United States of America",2005,"11"
"618",5e+07,300671,"en",42.526529,69411370,144,"Released","13 Hours: The Secret Soldiers of Benghazi",7,938,"Action","Drama","Paramount Pictures","Malta",2016,"01"
"619",5e+07,228326,"en",34.890999,97437106,95,"Released","The Book of Life",7.3,755,"Romance","Animation","Twentieth Century Fox Film Corporation","Mexico",2014,"10"
"620",4.5e+07,9754,"en",18.186026,82800000,105,"Released","Firewall",5.6,267,"Thriller",NA,"Village Roadshow Pictures","United States of America",2006,"02"
"621",5e+07,66,"en",13.576765,50068310,121,"Released","Absolute Power",6.4,223,"Crime","Drama","Columbia Pictures","United States of America",1997,"02"
"622",5e+07,4421,"en",19.434672,48169156,125,"Released","G.I. Jane",6,395,"Action","Drama","Caravan Pictures","United States of America",1997,"08"
"623",5e+07,2649,"en",62.925175,109423648,129,"Released","The Game",7.5,1506,"Drama","Thriller","PolyGram Filmed Entertainment","United States of America",1997,"09"
"624",5e+07,588,"en",32.927994,97607453,125,"Released","Silent Hill",6.3,1067,"Horror","Mystery","Silent Hill DCP Inc.","Canada",2006,"04"
"625",143784758.921826,10393,"en",14.837288,NA,118,"Released","The Replacements",6.1,203,"Comedy",NA,"Warner Bros.","United States of America",2000,"08"
"626",5e+07,71552,"en",39.920035,234989584,113,"Released","American Reunion",6.1,1611,"Comedy",NA,"Universal Pictures","United States of America",2012,"04"
"627",5e+07,9631,"en",28.725621,44547681,140,"Released","The Negotiator",6.8,582,"Action","Adventure","Regency Enterprises","Germany",1998,"07"
"628",5e+07,216282,"en",20.566554,160602194,89,"Released","Into the Storm",5.8,817,"Action","Thriller","New Line Cinema","United States of America",2014,"08"
"629",5e+07,306,"en",20.333953,119208989,104,"Released","Beverly Hills Cop III",5.5,434,"Action","Comedy","Paramount Pictures","United States of America",1994,"05"
"630",5e+07,928,"en",33.98637,41482207,106,"Released","Gremlins 2: The New Batch",6.2,652,"Comedy","Horror","Amblin Entertainment","United States of America",1990,"06"
"631",5e+07,205587,"en",42.472324,83719388,141,"Released","The Judge",7.2,1417,"Drama",NA,"Village Roadshow Pictures","United States of America",2014,"10"
"632",5e+07,6623,"en",15.931084,NA,124,"Released","The Peacemaker",5.8,255,"Action","Thriller","DreamWorks SKG","United States of America",1997,"09"
"633",4.5e+07,1577,"en",29.880122,129394835,94,"Released","Resident Evil: Apocalypse",6.1,1267,"Horror","Action","Impact Pictures","United Kingdom",2004,"09"
"634",5e+07,9801,"en",28.803802,40203020,108,"Released","Bridget Jones: The Edge of Reason",6.1,750,"Comedy","Romance","Miramax Films","France",2004,"11"
"635",5e+07,2116,"en",14.993459,55495563,105,"Released","Out of Time",6.1,298,"Thriller","Crime","Original Film","United States of America",2003,"10"
"636",5e+07,9624,"en",9.114168,4.9e+07,102,"Released","On Deadly Ground",4.5,104,"Action","Thriller","Warner Bros.","United States of America",1994,"02"
"637",5e+07,14199,"en",12.31101,69425966,92,"Released","The Adventures of Sharkboy and Lavagirl",4.4,269,"Adventure","Family","Troublemaker Studios","United States of America",2005,"06"
"638",4e+07,1907,"en",41.362082,144056873,119,"Released","The Beach",6.3,1233,"Drama","Adventure","Figment Films","United Kingdom",2000,"02"
"639",5e+07,4599,"en",13.298205,49718611,119,"Released","Raising Helen",5.9,189,"Drama","Comedy","Touchstone Pictures","United States of America",2004,"05"
"640",4e+07,22832,"en",19.085403,60462347,99,"Released","Ninja Assassin",6.2,371,"Action","Crime","Studio Babelsberg","Germany",2009,"09"
"641",5e+07,10390,"en",9.622345,NA,137,"Released","For Love of the Game",6.3,88,"Drama","Romance","Universal Pictures","United States of America",1999,"09"
"642",5e+07,9879,"en",11.106006,113309743,115,"Released","Striptease",4.4,205,"Drama","Thriller","Columbia Pictures","United States of America",1996,"06"
"643",5e+07,38579,"en",12.25622,83761844,87,"Released","Marmaduke",5,149,"Family","Comedy","Twentieth Century Fox Film Corporation","United States of America",2010,"06"
"644",5e+07,44603,"en",13.365715,105197635,129,"Released","Hereafter",5.8,510,"Drama","Fantasy","Amblin Entertainment","United States of America",2010,"10"
"645",5e+07,11892,"en",16.167093,56714147,120,"Released","Murder by Numbers",6,268,"Crime","Drama","Castle Rock Entertainment","United States of America",2002,"04"
"646",5e+07,9691,"en",23.073933,30303072,132,"Released","Assassins",6,387,"Action","Adventure","Silver Pictures","France",1995,"10"
"647",5e+07,1248,"en",6.567065,82169884,121,"Released","Hannibal Rising",6,654,"Crime","Drama","Ingenious Film Partners","United Kingdom",2007,"02"
"648",5e+07,12220,"en",6.22577,58900031,95,"Released","The Story of Us",5.9,75,"Comedy","Drama","Universal Pictures","United States of America",1999,"10"
"649",5e+07,10782,"en",19.226763,42792561,98,"Released","Basic",6.2,286,"Action","Drama","Intermedia Films","United States of America",2003,"04"
"650",5e+07,9573,"en",10.089065,26199517,110,"Released","Blood Work",6.1,206,"Crime","Drama","Malpaso Productions","United States of America",2002,"08"
"651",5e+07,4959,"en",13.391833,60161391,118,"Released","The International",6,368,"Drama","Thriller","Studio Babelsberg","Germany",2009,"02"
"652",5e+07,10061,"en",21.637234,42277365,97,"Released","Escape from L.A.",5.6,373,"Action","Adventure","Paramount Pictures","United States of America",1996,"08"
"653",7e+07,10386,"en",61.245957,23159305,86,"Released","The Iron Giant",7.6,1436,"Adventure","Animation","Warner Bros. Animation","United States of America",1999,"08"
"654",5e+07,421,"en",25.237969,34808403,119,"Released","The Life Aquatic with Steve Zissou",7.1,775,"Adventure","Comedy","Touchstone Pictures","United States of America",2004,"12"
"655",5e+07,316152,"en",21.589393,25035950,139,"Released","Free State of Jones",6.6,428,"War","Action","Larger Than Life Productions","United States of America",2016,"06"
"656",5e+07,11615,"en",22.442241,38955598,130,"Released","The Life of David Gale",7.3,480,"Drama","Thriller","Mikona Productions GmbH & Co. KG","Germany",2003,"02"
"657",4e+07,13498,"en",6.004422,NA,100,"Released","Man of the House",5.4,120,"Comedy","Action","Revolution Studios","United States of America",2005,"02"
"658",51500000,2252,"en",35.481169,55112356,100,"Released","Eastern Promises",7.2,848,"Thriller","Crime","BBC Films","United Kingdom",2007,"09"
"659",5e+07,11968,"en",14.723467,44434439,110,"Released","Into the Blue",5.8,458,"Action","Thriller","Columbia Pictures Corporation","United States of America",2005,"09"
"660",6e+07,10047,"fr",21.084542,66976317,148,"Released","The Messenger: The Story of Joan of Arc",6.2,367,"Adventure","Drama","Columbia Pictures","France",1999,"10"
"661",49900000,38319,"en",21.408222,26121638,102,"Released","Your Highness",5.2,501,"Comedy",NA,"Universal Pictures","United States of America",2011,"04"
"662",5e+07,69668,"en",19.267479,38502340,84,"Released","Dream House",5.8,391,"Drama","Thriller","Cliffjack Motion Pictures","Canada",2011,"09"
"663",5e+07,9770,"en",3.314004,10541523,114,"Released","Mad City",5.9,81,"Action","Drama","Warner Bros.","United States of America",1997,"11"
"664",5e+07,11212,"en",21.312186,16671505,99,"Released","Baby's Day Out",5.8,274,"Action","Adventure","Twentieth Century Fox Film Corporation","United States of America",1994,"07"
"665",5e+07,10533,"en",7.44268,10382407,135,"Released","The Scarlet Letter",5.5,108,"Drama","History","Hollywood Pictures","United States of America",1995,"10"
"666",2.2e+07,38363,"en",12.54949,24188922,108,"Released","Fair Game",6.5,235,"Drama","Thriller","River Road Entertainment","United States of America",2010,"05"
"667",5e+07,9923,"en",18.394571,22944502,127,"Released","Domino",6,444,"Action","Crime","New Line Cinema","France",2005,"09"
"668",5e+07,11863,"en",8.189406,9851610,95,"Released","Jade",5.2,44,"Action","Thriller","Paramount Pictures","United States of America",1995,"10"
"669",5e+07,18501,"en",27.631262,40828540,95,"Released","Gamer",5.6,760,"Action","Thriller","Lakeshore Entertainment","United States of America",2009,"09"
"670",6e+07,109491,"en",40.721373,60052138,124,"Released","Beautiful Creatures",5.6,984,"Fantasy","Drama","Alcon Entertainment","United States of America",2013,"02"
"671",5.5e+07,9275,"en",11.329727,NA,109,"Released","Death to Smoochy",5.9,132,"Comedy","Crime","Senator Film Produktion","Germany",2002,"03"
"672",5e+07,329833,"en",37.253774,55969000,100,"Released","Zoolander 2",4.7,797,"Comedy",NA,"Scott Rudin Productions","United States of America",2016,"02"
"673",5e+07,12634,"en",6.397388,6808550,88,"Released","The Big Bounce",5,76,"Comedy","Crime","Shangri-La Entertainment","United States of America",2004,"01"
"674",6e+07,10416,"en",2.275331,NA,105,"Released","What Planet Are You From?",5.4,37,"Comedy","Drama","Columbia Pictures","United States of America",2000,"03"
"675",5e+07,47327,"en",30.387148,28931401,105,"Released","Drive Angry",5.3,600,"Fantasy","Thriller","Summit Entertainment","United States of America",2011,"02"
"676",5e+07,15268,"en",8.139676,12764201,97,"Released","Street Fighter: The Legend of Chun-Li",3.9,112,"Action","Adventure","Twentieth Century Fox Film Corporation","Canada",2009,"02"
"677",4.9e+07,10796,"en",21.746245,72700000,87,"Released","The One",5.7,437,"Action","Science Fiction","Columbia Pictures","United States of America",2001,"11"
"678",4.9e+07,9548,"en",2.808428,20423389,104,"Released","The Adventures of Ford Fairlane",6.2,71,"Action","Comedy","Twentieth Century Fox Film Corporation","United States of America",1990,"07"
"679",5e+07,18947,"en",31.02233,36348784,116,"Released","The Boat That Rocked",7.2,666,"Drama","Comedy","Universal Pictures","Germany",2009,"04"
"680",4.8e+07,1900,"en",25.170217,207515725,147,"Released","Traffic",6.9,562,"Thriller","Drama","USA Films","Germany",2000,"12"
"681",69047435.8838412,96724,"en",26.38704,68929150,130,"Released","Anna Karenina",6.5,639,"Drama","Romance","Universal Pictures","France",2012,"09"
"682",7.3e+07,9481,"en",33.884459,151493655,118,"Released","The Bone Collector",6.5,826,"Drama","Mystery","Universal Pictures","United States of America",1999,"11"
"683",4.8e+07,4547,"en",53.043124,196397415,111,"Released","Panic Room",6.5,1267,"Crime","Drama","Hofflund/Polone","United States of America",2002,"03"
"684",140804388.280004,53953,"de",0.716764,NA,0,"Released","The Tooth Fairy",4.3,13,"Horror",NA,NA,NA,2006,"08"
"685",7.5e+07,6415,"en",34.973086,1.08e+08,114,"Released","Three Kings",6.6,692,"Action","Adventure","Village Roadshow Pictures","United States of America",1999,"09"
"686",5e+07,181283,"en",40.371098,3324330,137,"Released","Child 44",6.1,547,"Crime","Thriller","Summit Entertainment","United Kingdom",2015,"03"
"687",4.8e+07,9896,"en",18.60049,85498534,112,"Released","Rat Race",6,518,"Adventure","Comedy","Paramount Pictures","Canada",2001,"07"
"688",4.8e+07,167,"en",30.920075,50315140,120,"Released","K-PAX",7.1,695,"Drama","Science Fiction","Intermedia Films","Germany",2001,"10"
"689",64703116.3425882,11232,"en",11.940711,NA,118,"Released","Kate & Leopold",6,418,"Comedy","Fantasy","Miramax Films","United States of America",2001,"12"
"690",4.8e+07,1636,"en",19.348007,90383208,93,"Released","Bedazzled",5.6,512,"Fantasy","Comedy","Twentieth Century Fox Film Corporation","United States of America",2000,"10"
"691",5.8e+07,2148,"en",8.59075,25928721,127,"Released","The Cotton Club",6.6,68,"Music","Drama","Orion Pictures","United States of America",1984,"12"
"692",5.5e+07,5176,"en",48.801089,70016220,122,"Released","3:10 to Yuma",6.9,1188,"Western",NA,"Tree Line Films","United States of America",2007,"09"
"693",4.8e+07,1389,"en",16.000178,77745568,123,"Released","Out of Sight",6.5,333,"Romance","Comedy","Universal Pictures","United States of America",1998,"06"
"694",4.7e+07,9894,"en",19.525659,102825796,96,"Released","The Cable Guy",5.7,594,"Comedy","Drama","Columbia Pictures Corporation","United States of America",1996,"06"
"695",172976847.851223,7504,"hi",1.246883,528972,101,"Released","Earth",6.6,9,"Drama",NA,"Cracking the Earth Films","Canada",1998,"09"
"696",4.7e+07,8592,"en",7.859226,103738726,103,"Released","Dick Tracy",5.9,251,"Adventure","Action","Touchstone Pictures","United States of America",1990,"06"
"697",4.8e+07,913,"en",18.102572,124305181,113,"Released","The Thomas Crown Affair",6.6,339,"Drama","Crime","Irish Dreamtime","United States of America",1999,"08"
"698",4.8e+07,11091,"en",7.226115,35743308,132,"Released","Riding in Cars with Boys",6.5,103,"Comedy","Drama","Columbia Pictures","United States of America",2001,"10"
"699",1.5e+07,1368,"en",63.071046,125212904,93,"Released","First Blood",7.2,1488,"Action","Adventure","Orion Pictures","United States of America",1982,"10"
"700",98426139.431356,593,"ru",24.132271,NA,167,"Released","Solaris",7.7,357,"Drama","Science Fiction","Mosfilm","Russia",1972,"03"
"701",4.7e+07,5393,"en",10.410933,38085778,75,"Released","Happily N'Ever After",4.6,104,"Animation","Comedy","Vanguard Films","Germany",2006,"09"
